# Spatial statistics process output
# Kratos version               : 9.2."2"-5dfe714-Release-x86_64
# Timestamp                    : 2023-02-16 13:19:57.431125
# Method name(s)               : variance, max, distribution
# Variable info(s)             : CFL_NUMBER[magnitude, element_non_historical]
# Modelpart name               : FluidModelPart.fluid_computational_model_part
# Output control variable name : STEP
# ----------------------------------------------------------------------
# Headers:
#"TIME" "STEP" "mean" "variance" "max_value" "max_id"                    "group_below_min {mean|variance}"                            "group_1 {mean|variance}"                    "group_above_max {mean|variance}"
  2.18e+02   7260   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20684 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.10 }
  2.18e+02   7270   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20559 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.09 }
  2.18e+02   7280   0.32       0.05        4.06  1.57e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20388 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.24 }
  2.19e+02   7290   0.32       0.05        4.78  1.57e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20309 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.40 }
  2.19e+02   7300   0.32       0.05        4.90  1.57e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20359 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   3.03 |   0.52 }
  2.19e+02   7310   0.32       0.05        4.75  1.57e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20364 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   3.14 |   0.44 }
  2.20e+02   7320   0.32       0.05        4.40  1.57e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20456 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   3.17 |   0.29 }
  2.20e+02   7330   0.32       0.05        3.87  1.57e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20528 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   3.03 |   0.18 }
  2.20e+02   7340   0.32       0.05        3.44  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20491 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.12 }
  2.21e+02   7350   0.32       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20385 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.09 }
  2.21e+02   7360   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20135 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  2.21e+02   7370   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20096 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.09 }
  2.21e+02   7380   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20249 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     14 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.07 }
  2.22e+02   7390   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20589 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     13 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.08 }
  2.22e+02   7400   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20764 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.10 }
  2.22e+02   7410   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  20975 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.11 }
  2.23e+02   7420   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20942 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.11 }
  2.23e+02   7430   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20675 [#] =   0.70 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.09 }
  2.23e+02   7440   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20277 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.09 }
  2.24e+02   7450   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.32 |   0.05 }  20026 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.09 }
  2.24e+02   7460   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20114 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.08 }
  2.24e+02   7470   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20254 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.08 }
  2.24e+02   7480   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20175 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  2.25e+02   7490   0.32       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20293 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.08 }
  2.25e+02   7500   0.32       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20454 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.09 }
  2.25e+02   7510   0.32       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20470 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.10 }
  2.26e+02   7520   0.32       0.05        3.25  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20348 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.09 }
  2.26e+02   7530   0.32       0.05        3.22  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20116 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.06 }
  2.26e+02   7540   0.32       0.05        3.19  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.32 |   0.04 }  20083 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.05 }
  2.27e+02   7550   0.32       0.05        3.16  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.32 |   0.04 }  19926 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.05 }
  2.27e+02   7560   0.32       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.32 |   0.04 }  19713 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.04 }
  2.27e+02   7570   0.32       0.05        3.11  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.04 }  19435 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.04 }
  2.27e+02   7580   0.32       0.05        3.09  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.04 }  19246 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.71 |   0.05 }
  2.28e+02   7590   0.32       0.05        3.09  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.32 |   0.04 }  19146 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.05 }
  2.28e+02   7600   0.32       0.05        3.09  1.45e+06  2.92e+06 [#] =  99.35 [%] <   1.00 {   0.32 |   0.04 }  19213 [#] =   0.65 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.05 }
  2.28e+02   7610   0.32       0.05        3.11  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.04 }  19262 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.72 |   0.05 }
  2.29e+02   7620   0.32       0.05        3.14  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.04 }  19355 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.05 }
  2.29e+02   7630   0.32       0.05        3.16  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.04 }  19470 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.05 }
  2.29e+02   7640   0.32       0.05        3.19  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.32 |   0.05 }  19522 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.72 |   0.07 }
  2.30e+02   7650   0.32       0.05        3.22  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.05 }  19489 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      5 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.06 }
  2.30e+02   7660   0.32       0.05        3.24  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.05 }  19375 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.08 }
  2.30e+02   7670   0.32       0.05        3.25  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.32 |   0.05 }  19299 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.72 |   0.07 }
  2.30e+02   7680   0.32       0.05        3.26  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19342 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.06 }
  2.31e+02   7690   0.32       0.05        3.26  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19368 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.07 }
  2.31e+02   7700   0.32       0.05        3.27  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19389 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.09 }
  2.31e+02   7710   0.32       0.05        3.28  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19616 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.10 }
  2.32e+02   7720   0.32       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19742 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.09 }
  2.32e+02   7730   0.32       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.32 |   0.05 }  19890 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.09 }
  2.32e+02   7740   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20154 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.11 }
  2.33e+02   7750   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20343 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.95 |   0.12 }
  2.33e+02   7760   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20387 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.11 }
  2.33e+02   7770   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20471 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.08 }
  2.33e+02   7780   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20634 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  2.34e+02   7790   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20771 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.98 |   0.11 }
  2.34e+02   7800   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20808 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.13 }
  2.34e+02   7810   0.32       0.05        3.74  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20822 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   3.04 |   0.22 }
  2.35e+02   7820   0.32       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20727 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.14 }
  2.35e+02   7830   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20517 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.10 }
  2.35e+02   7840   0.32       0.05        3.26  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20460 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.07 }
  2.36e+02   7850   0.32       0.05        3.16  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20516 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.05 }
  2.36e+02   7860   0.32       0.05        3.16  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20647 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.04 }
  2.36e+02   7870   0.32       0.05        3.25  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20829 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.05 }
  2.36e+02   7880   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20900 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.11 }
  2.37e+02   7890   0.32       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21007 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.12 }
  2.37e+02   7900   0.32       0.05        3.96  1.57e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21047 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   3.02 |   0.22 }
  2.37e+02   7910   0.32       0.05        3.66  1.57e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21099 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.99 |   0.13 }
  2.38e+02   7920   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21216 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.06 }
  2.38e+02   7930   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21437 [#] =   0.73 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.07 }
  2.38e+02   7940   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21599 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.08 }
  2.39e+02   7950   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21840 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.09 }
  2.39e+02   7960   0.32       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  22076 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.13 }
  2.39e+02   7970   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  22109 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.97 |   0.11 }
  2.39e+02   7980   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21746 [#] =   0.74 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  2.40e+02   7990   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21291 [#] =   0.73 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.08 }
  2.40e+02   8000   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20950 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  2.40e+02   8010   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20874 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.09 }
  2.41e+02   8020   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21031 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.10 }
  2.41e+02   8030   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21263 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.11 }
  2.41e+02   8040   0.32       0.05        3.47  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21577 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.14 }
  2.42e+02   8050   0.32       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21650 [#] =   0.74 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.09 }
  2.42e+02   8060   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21474 [#] =   0.73 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.11 }
  2.42e+02   8070   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21114 [#] =   0.72 [%] <   2.50 {   1.15 |   0.03 }      6 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.12 }
  2.42e+02   8080   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20597 [#] =   0.70 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.13 }
  2.43e+02   8090   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20218 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.12 }
  2.43e+02   8100   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20221 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.10 }
  2.43e+02   8110   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20459 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.08 }
  2.44e+02   8120   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20843 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.10 }
  2.44e+02   8130   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21161 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.10 }
  2.44e+02   8140   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21390 [#] =   0.73 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.07 }
  2.45e+02   8150   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21435 [#] =   0.73 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.09 }
  2.45e+02   8160   0.32       0.05        3.59  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21350 [#] =   0.73 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.98 |   0.13 }
  2.45e+02   8170   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21052 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.09 }
  2.45e+02   8180   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20927 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.09 }
  2.46e+02   8190   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.31 |   0.05 }  20765 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.08 }
  2.46e+02   8200   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20533 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.08 }
  2.46e+02   8210   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20370 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.08 }
  2.47e+02   8220   0.32       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20260 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.08 }
  2.47e+02   8230   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20249 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
