# Level force for level 47
# start: 0.0, 0.0, 215.27760555555557
# center: 0.0, 0.0, 217.5924185185185
# end: 0.0, 0.0, 219.9072314814815
# as part of FluidModelPart.Drag_structure
# Time Fx Fy Fz Mx My Mz Fx' Fy' Fz' Mx' My' Mz'
0.03 19901.98881352 11159.18403709 -0.99037017 -116907.03722546 -36101.11003789 31776.59872281 21963.56595427 -6182.09654401 -0.99037017 -108193.09850670 57138.41907440 31776.59872281
0.06 56856.45034876 31912.41184291 -2.61781672 -334321.12116744 -103314.97979892 90918.79534207 62769.06441394 -17638.09877766 -2.61781672 -309455.45468535 163346.00905742 90918.79534207
0.09 106800.46634423 59936.61725130 -4.79399971 -627919.29761603 -194120.24472283 170794.98033602 117900.92248566 -33137.74548611 -4.79399971 -581269.73479129 306742.25197308 170794.98033602
0.12 164765.95867270 92366.82162858 -7.39490935 -967714.29011377 -299249.52854262 263222.45991455 181820.33261638 -51193.92075595 -7.39490935 -895878.70768994 472675.96589121 263222.45991455
0.15 225273.55028308 126068.29667565 -10.27599939 -1320886.51131907 -408558.36944591 359257.02094086 248436.20249913 -70148.70755515 -10.27599939 -1222902.20287728 645113.41578583 359257.02094086
0.18 282754.35484292 157926.06586500 -13.30010805 -1654797.52896064 -511949.23051706 450032.48859620 311608.11381871 -88266.92962020 -13.30010805 -1532121.32674066 808115.78169696 450032.48859620
0.21 331995.25816314 185122.35662774 -16.36730514 -1939887.21735961 -600262.22329489 527558.46110504 365657.37208964 -103854.82464822 -16.36730514 -1796156.89471401 947257.91755016 527558.46110504
0.24 368594.63325247 205377.54036452 -19.43209811 -2152204.76976556 -666058.26401088 585400.88414730 405859.61617696 -115411.91318663 -19.43209811 -1992812.90235069 1050864.27205583 585400.88414730
0.27 389392.69624357 217134.76723645 -22.50125139 -2275365.32061890 -704230.89520237 619188.67345310 428879.68240260 -121804.74971408 -22.50125139 -2106892.68940500 1110959.80636765 619188.67345310
0.30000000000000004 392817.46823601 219673.83236336 -25.58477298 -2301772.77042970 -712395.70321973 626912.53704286 433096.75207158 -122431.03904485 -25.58477298 -2131338.96735622 1123859.30208656 626912.53704286
0.33000000000000007 379082.47448866 213146.06260312 -28.63203279 -2233010.95929161 -691023.05463752 609000.80150445 418768.81458979 -117334.76209003 -28.63203279 -2067604.27966940 1090350.10388854 609000.80150445
0.3600000000000001 350182.16964025 198528.68571143 -31.48964453 -2079378.79676107 -643302.49606138 568178.09654751 387997.16672984 -107235.20687663 -31.48964453 -1925226.40516451 1015459.29052604 568178.09654751
0.3900000000000001 309662.40158314 177504.77933479 -33.84613904 -1858624.72528186 -574753.70855887 509127.59278861 344479.21719860 -93449.55087730 -33.84613904 -1720658.39176188 907833.90209369 509127.59278861
0.42000000000000015 262192.50629060 152281.42802595 -35.34467568 -1594017.07095266 -492623.77617042 437992.98547271 293077.32958030 -77718.86876846 -35.34467568 -1475477.89290157 778802.66749392 437992.98547271
0.4500000000000002 212994.66889311 125364.68091572 -35.64046365 -1311951.08652129 -405136.84023861 361767.27899535 239256.19072770 -61963.75873411 -35.64046365 -1214164.51690548 641214.50282305 361767.27899535
0.4800000000000002 167224.66908299 99314.14608061 -34.50896191 -1039342.15273959 -320674.65163492 287626.69275947 188471.40365161 -48019.99132891 -34.50896191 -961677.10490087 508174.66344950 287626.69275947
0.5100000000000002 129395.42440969 76501.59193178 -31.92369582 -801070.57514581 -246973.97826308 222270.51329318 145591.17648113 -37401.58762808 -31.92369582 -741079.41070106 391805.46108817 222270.51329318
0.5400000000000003 102920.20387921 58896.98164367 -28.09302407 -617729.46581522 -190421.22751837 171327.02909241 114422.02919575 -31129.11897243 -28.09302407 -571448.83547680 302152.55295658 171327.02909241
