# Level force for level 42
# start: 0.0, 0.0, 192.1294759259259
# center: 0.0, 0.0, 194.44428888888888
# end: 0.0, 0.0, 196.75910185185185
# as part of FluidModelPart.Drag_structure
# Time Fx Fy Fz Mx My Mz Fx' Fy' Fz' Mx' My' Mz'
0.03 17050.66980281 6942.88618926 -1.13234901 75195.46175756 -82756.64138097 -112038.98202737 16966.00614677 -7147.28233591 -1.13234901 -5346.56138548 -111689.00323193 -112038.98202737
0.06 48701.68130646 19854.83569176 -3.00863625 215034.50967452 -236708.20439766 -320344.79883135 48476.77806397 -20397.80014999 -3.00863625 -15325.61651210 -319430.33647205 -320344.79883135
0.09 91494.24079680 37292.36492552 -5.54559201 403871.37243124 -444632.21412011 -601636.96323141 91065.88223226 -38326.51398161 -5.54559201 -28822.26756508 -599982.63991157 -601636.96323141
0.12 141206.32556703 57476.19141210 -8.66299284 622418.01358447 -685294.24173412 -927224.45582349 140489.75505916 -59206.14565061 -8.66299284 -44460.20730005 -924692.20357653 -927224.45582349
0.15 193167.14136005 78457.89792119 -12.31080242 849566.96218964 -935450.61029829 -1265703.40180556 192067.90721582 -81111.68390039 -12.31080242 -60728.90997066 -1262198.03004337 -1265703.40180556
0.18 242595.05514631 98297.38867012 -16.47185579 1064330.36488242 -1171979.26595268 -1585825.26453703 241047.35867785 -102033.85847470 -16.47185579 -76119.26793406 -1581309.70479628 -1585825.26453703
0.21 284967.60811230 115234.37122053 -21.11919208 1247702.90325202 -1373930.01370624 -1859258.08619214 282985.53343053 -120019.52279891 -21.11919208 -89256.04577176 -1853774.41336306 -1859258.08619214
0.24 316420.33982347 127839.56465046 -26.12715783 1384287.41003244 -1524318.86128339 -2063006.71909998 314139.19106281 -133346.74492625 -26.12715783 -99017.18875894 -2056695.21824914 -2063006.71909998
0.27 334143.80166336 135133.09645890 -31.19677412 1463549.83141449 -1611518.75393846 -2181298.39681629 331828.87691644 -140721.81917879 -31.19677412 -104629.82852157 -2174401.84931680 -2181298.39681629
0.30000000000000004 336719.02190536 136659.99204182 -35.81465278 1480602.51956658 -1630133.10184436 -2206774.93772165 334729.51083345 -141463.09665411 -35.81465278 -105734.08872339 -2199622.25237823 -2206774.93772165
0.33000000000000007 324323.39283531 132515.77094613 -39.34294980 1436454.73285843 -1581279.23338988 -2140899.26154186 323034.07062145 -135628.47012111 -39.34294980 -102406.38640775 -2133860.15135116 -2140899.26154186
0.3600000000000001 298746.05242677 123319.69324262 -41.19210141 1337715.31861647 -1472262.07807776 -1993539.77863943 298445.55086939 -124045.16817798 -41.19210141 -95138.92600175 -1986954.07218341 -1993539.77863943
0.3900000000000001 263183.79208014 110138.87026950 -40.94570915 1195783.09682327 -1315678.10644175 -1781763.59396376 263978.98611805 -108219.10203847 -40.94570915 -84778.57433165 -1775871.24751562 -1781763.59396376
0.42000000000000015 221843.00491202 94370.84127165 -38.53495887 1025609.95568761 -1128041.39083328 -1527992.11442257 223596.95494155 -90136.43132262 -38.53495887 -72429.96239817 -1522861.47143646 -1527992.11442257
0.4500000000000002 179401.21671738 77598.11381987 -34.19027349 844165.32919046 -928082.84769321 -1257671.08843169 181725.96938329 -71985.66440466 -34.19027349 -59338.64639364 -1253168.70381994 -1257671.08843169
0.4800000000000002 140426.19682288 61429.84157074 -28.38093229 668761.01854000 -734896.27736176 -996734.54307286 142733.77357158 -55858.85848781 -28.38093229 -46764.68998839 -992535.59239410 -996734.54307286
0.5100000000000002 108844.13587841 47347.52830605 -21.71448179 515407.27829969 -566122.79947246 -769117.03930362 110444.18490964 -43484.66823438 -21.71448179 -35861.28893267 -764757.25204990 -769117.03930362
