# Level force for level 11
# start: 0.0, 0.0, 48.61107222222222
# center: 0.0, 0.0, 50.92588518518518
# end: 0.0, 0.0, 53.24069814814815
# as part of FluidModelPart.Drag_structure
# Time Fx Fy Fz Mx My Mz Fx' Fy' Fz' Mx' My' Mz'
0.03 35932.60787365 5254.08050450 -0.36414661 56163.05558721 21308.55236634 -135618.02801928 29123.38664681 -21692.99473954 -0.36414661 54780.69933338 -24645.85558236 -135618.02801928
0.06 102688.91499025 15022.49798981 -0.89504930 160611.47298347 60928.48611054 -387956.64358330 83234.53834125 -61989.51794334 -0.89504930 156652.40737916 -70486.51598678 -387956.64358330
0.09 192896.68464949 28204.21603161 -1.49764816 301661.98520252 114436.39442234 -728779.14088788 156341.94619806 -116455.16137005 -1.49764816 294225.98587348 -132388.48485232 -728779.14088788
0.12 297515.84606801 43439.50476691 -2.02681467 464910.61979920 176382.49099127 -1123258.67659419 241091.84065721 -179659.10387307 -2.02681467 453462.70736816 -204020.19644315 -1123258.67659419
0.15 406583.21180049 59246.43456682 -2.24405204 634587.29833817 240794.01809346 -1533265.04923435 329391.30182405 -245604.19053741 -2.24405204 618988.06497281 -278453.89884673 -1533265.04923435
0.18 510009.24453214 74165.70646193 -1.83311759 794998.96400346 301711.43818318 -1920864.68792614 413074.06924723 -308187.92130578 -1.83311759 775491.36238400 -348806.95458226 -1920864.68792614
0.21 598404.87451730 86895.17229660 -0.49889788 931921.52302557 353710.66536159 -2251692.07162313 484580.31024957 -361691.97908297 -0.49889788 909079.23852026 -408856.81840989 -2251692.07162313
0.24 663905.87023225 96399.44775985 1.87265158 1033821.77613285 392370.63301527 -2497904.52099449 537617.04612441 -401287.63969715 1.87265158 1008470.32378542 -453574.45309830 -2497904.52099449
0.27 700929.92287917 101985.48916982 5.09449217 1092806.92843094 414647.74649053 -2640466.34443798 567746.93257903 -423517.67062982 5.09449217 1065931.42296833 -479530.95627398 -2640466.34443798
0.30000000000000004 706766.60610029 103340.85991323 8.64742661 1105222.13542096 419122.76048060 -2670582.41433498 572832.48270801 -426686.43707143 8.64742661 1077874.61275910 -485145.52058818 -2670582.41433498
0.33000000000000007 681895.56122171 100536.48879878 11.82611614 1071844.30558124 406093.06283374 -2590143.77023151 553263.00838717 -411082.94241457 11.82611614 1045059.53537523 -470757.21833013 -2590143.77023151
0.3600000000000001 629946.59483075 93998.63142607 13.96600555 997659.15649808 377497.54211272 -2411167.68081330 511906.57869383 -378972.43928657 13.96600555 972382.62678180 -438520.48296348 -2411167.68081330
0.3900000000000001 557269.20206739 84455.84022625 14.62396621 891248.32309934 336679.79575743 -2154323.91957411 453768.12906305 -334329.53439348 14.62396621 868276.29965326 -392139.16631610 -2154323.91957411
0.42000000000000015 472164.65031373 72866.54245749 13.73716123 763850.52986148 288014.30013979 -1846657.41049707 385395.25236672 -282346.39978011 13.73716123 743780.75418553 -336467.02477045 -1846657.41049707
0.4500000000000002 383881.32833092 60331.98092685 11.55358429 628200.08069773 236439.84319955 -1518826.08533209 314106.24326948 -228783.93759790 11.55358429 611392.75347238 -277016.32053422 -1518826.08533209
0.4800000000000002 301537.01814280 47999.67521253 8.54196886 497262.30928281 186953.32996166 -1202077.82450760 247159.76614508 -179277.97447001 8.54196886 483813.51830365 -219421.58354106 -1202077.82450760
0.5100000000000002 233122.77896215 36963.68577221 5.25614770 382998.14488222 144121.20621045 -925293.66154880 190979.97072037 -138705.42498602 5.25614770 372729.66765228 -168911.50320389 -925293.66154880
0.5400000000000003 184715.49085028 28169.58177273 2.21095167 295279.95227213 111659.51860369 -712379.58203537 150532.47846512 -110694.67387575 2.21095167 287749.65938876 -129839.25381137 -712379.58203537
0.5700000000000003 159974.01102236 22333.11657050 -0.20485578 241058.35403282 92121.45095614 -580246.09291079 128910.60617955 -97326.80983549 -0.20485578 235593.69946211 -105314.29413445 -580246.09291079
0.6000000000000003 159939.19950407 19880.91253130 -1.76741231 223847.76486091 86715.63344854 -537543.62668461 127152.02061393 -99036.16447982 -1.76741231 219601.48493295 -96967.06004025 -537543.62668461
0.6300000000000003 183117.51417533 20919.51633841 -2.41827212 243560.99825328 95262.74835797 -584234.69475606 144275.96788943 -114691.30416537 -2.41827212 239584.56885584 -104862.69813907 -584234.69475606
0.6600000000000004 225804.33423081 25235.61217827 -2.23807943 296687.71065609 116284.22391171 -711996.09867496 177512.04845456 -141823.50345727 -2.23807943 292015.25537262 -127564.52882665 -711996.09867496
0.6900000000000004 282591.70117537 32325.90641143 -1.41505761 376779.41425415 147205.94964555 -905366.02288051 222680.37583967 -176964.64057662 -1.41505761 370513.60405597 -162332.95360523 -905366.02288051
0.7200000000000004 347005.13657934 41452.18374976 -0.21861149 475179.72354769 184652.08872331 -1143488.99231478 274680.80540626 -216058.56495737 -0.21861149 466571.54889943 -205434.06070641 -1143488.99231478
