# Level force for level 54
# start: 0.0, 0.0, 247.68498703703702
# center: 0.0, 0.0, 249.9998
# end: 0.0, 0.0, 249.9998
# as part of FluidModelPart.Drag_structure
# Time Fx Fy Fz Mx My Mz Fx' Fy' Fz' Mx' My' Mz'
0.03 2655.47374210 455.60788672 -3468789.82780286 1428.92625768 -299478.48302879 62028.19027464 2199.86691656 -1555.54006404 -3468789.82780286 -210752.86272249 -212773.66961574 62028.19027464
0.06 7396.74032483 1302.92600212 -9919805.15226420 4065.28563428 -858534.58385416 177362.95624854 6151.59305385 -4308.97743088 -9919805.15226420 -604201.03508699 -609950.21716590 177362.95624854
0.09 13717.28704577 2447.28358505 -18631526.22302909 7591.96405257 -1616739.37333359 333110.66264563 11430.07750802 -7969.09587107 -18631526.22302909 -1137839.04503137 -1148575.70355957 333110.66264563
0.12 21025.80920274 3771.75248549 -28714469.76716830 11624.14804943 -2498895.68767266 513365.61503013 17534.52402664 -12200.46050775 -28714469.76716830 -1758766.57231989 -1775205.60014242 513365.61503013
0.15 28677.03521682 5148.34114675 -39195025.56936947 15744.83599064 -3420982.27014782 700708.02749559 23918.15300287 -16637.29912941 -39195025.56936947 -2407866.48124283 -2430133.04183808 700708.02749559
0.18 36004.93942166 6449.83471316 -49104664.69144760 19544.83950292 -4296548.98393869 877800.26157670 30020.05868448 -20898.61495806 -49104664.69144760 -3024298.63369349 -3051939.21079293 877800.26157670
0.21 42364.44398925 7561.08061509 -57565790.43773372 22662.85656308 -5043675.12899533 1028926.92543630 35302.67700203 -24609.69424997 -57565790.43773372 -3550391.82625769 -3582441.94537139 1028926.92543630
0.24 47184.04243738 8388.74784758 -63866890.26703355 24820.93178219 -5592392.26613176 1141347.70271348 39295.89685995 -27432.41588258 -63866890.26703355 -3936867.44525839 -3971969.54361552 1141347.70271348
0.27 50026.86159939 8868.86148724 -67520816.30880445 25849.47045007 -5891954.79426846 1206348.41764536 41645.56517744 -29103.10097938 -67520816.30880445 -4147962.85362650 -4184519.52531713 1206348.41764536
0.30000000000000004 50648.58089463 8971.52782011 -68301404.16983284 25701.29727677 -5916925.74080420 1219902.39385620 42157.78316727 -29470.12684887 -68301404.16983284 -4165724.75351021 -4202071.87668961 1219902.39385620
0.33000000000000007 49042.93758124 8702.58323629 -66255413.41140023 24447.62479411 -5670820.03343976 1182881.89555225 40832.24935322 -28524.93811279 -66255413.41140023 -3992588.21925797 -4027162.38180959 1182881.89555225
0.3600000000000001 45460.69421411 8101.90993572 -61688935.85028307 22260.75146510 -5186308.84546107 1100807.01206976 37874.48061236 -26416.64970013 -61688935.85028307 -3651533.42563801 -3683014.88226858 1100807.01206976
0.3900000000000001 40387.04662047 7238.61825064 -55129846.58692320 19392.22380522 -4521659.10606351 983164.22439519 33676.43058888 -23439.47848598 -55129846.58692320 -3183583.44315645 -3211008.18906638 983164.22439519
0.42000000000000015 34490.37636006 6203.55460526 -47270298.60793378 16140.38414513 -3753556.47815970 842365.63242288 28774.95453871 -20001.80348104 -47270298.60793378 -2642752.26419345 -2665578.21435341 842365.63242288
