# Level force for level 37
# start: 0.0, 0.0, 168.9813462962963
# center: 0.0, 0.0, 171.29615925925924
# end: 0.0, 0.0, 173.61097222222222
# as part of FluidModelPart.Drag_structure
# Time Fx Fy Fz Mx My Mz Fx' Fy' Fz' Mx' My' Mz'
0.03 -5901.76766934 -10612.33768847 -1.46953401 -16787.46426700 1886.61987409 -769974.17083299 -11677.23588373 -3330.87600378 -1.46953401 -10536.48811563 13204.57152862 -769974.17083299
0.06 -16930.88747552 -30346.92787053 -4.11785292 -48006.69822887 5371.72848669 -2201868.81769704 -33430.46383088 -9486.57313998 -4.11785292 -30147.47622038 37744.24749964 -2201868.81769704
0.09 -31756.62623828 -56996.62211096 -7.74755079 -90166.54590209 10080.73386062 -4135439.97266500 -62758.02376008 -17847.37223869 -7.74755079 -56629.22077136 70885.53131572 -4135439.97266500
0.12 -48697.65792540 -87841.72976585 -12.09324664 -138963.35750294 15548.71187572 -6373125.42934469 -96547.92693554 -27679.03864164 -12.09324664 -87267.33282074 109256.53203282 -6373125.42934469
0.15 -65975.60128664 -119905.52183978 -16.83644085 -189686.22160245 21256.87169510 -8698742.66408933 -131437.80265726 -38134.21253198 -16.83644085 -119097.53547033 149159.29171516 -8698742.66408933
0.18 -81980.62679860 -150226.12904475 -21.62429673 -237647.70979287 26671.78925909 -10897379.28280503 -164194.97169417 -48256.85742374 -21.62429673 -149182.50407651 186902.11017947 -10897379.28280503
0.21 -95474.82233561 -176118.65451571 -26.10033484 -278598.60289805 31288.05600251 -12774490.81072567 -192045.58920760 -57023.80059542 -26.10033484 -174874.96476879 219122.95790783 -12774490.81072567
0.24 -105682.85307545 -195405.31424673 -29.94683604 -309091.53865170 34673.90307350 -14172544.44535027 -212901.48484855 -63443.36071895 -29.94683604 -194042.57099452 243078.87498147 -14172544.44535027
0.27 -112260.32187934 -206594.57707374 -32.93911604 -326763.70763569 36516.58910205 -14983837.50378593 -225464.46126427 -66704.39154615 -32.93911604 -205235.70573499 256877.96129471 -14983837.50378593
0.30000000000000004 -115173.80150630 -208994.24207139 -34.96977936 -330515.63041473 36660.99682460 -15158468.57162254 -229221.42185776 -66341.06973748 -34.96977936 -207786.60409467 259633.08301413 -15158468.57162254
0.33000000000000007 -114550.98286901 -202748.63650612 -36.05694166 -320570.76318428 35133.55037518 -14706845.54893345 -224364.71252806 -62365.15897155 -36.05694166 -201834.58878030 251520.93221520 -14706845.54893345
0.3600000000000001 -110565.22480372 -188796.98688695 -36.32521194 -298411.67617069 32144.30351685 -13696599.87328019 -211681.04991747 -55318.20947322 -36.32521194 -188279.46481225 233738.37479882 -13696599.87328019
0.3900000000000001 -103398.17678251 -168757.61239656 -35.92208746 -266599.54728754 28063.46462439 -12244292.77969306 -192443.20406769 -46216.10013722 -35.92208746 -168670.48160879 208358.21388777 -12244292.77969306
