# Level force for level 35
# start: 0.0, 0.0, 159.72209444444442
# center: 0.0, 0.0, 162.0369074074074
# end: 0.0, 0.0, 164.35172037037037
# as part of FluidModelPart.Drag_structure
# Time Fx Fy Fz Mx My Mz Fx' Fy' Fz' Mx' My' Mz'
0.03 7792.42003365 -53764.40747933 -1.39105962 120553.49875272 5292.95322641 -658792.56015586 -32507.10406746 -43527.25016275 -1.39105962 88986.87958271 -81501.51334491 -658792.56015586
0.06 22236.18946420 -153753.50841918 -3.91679962 344751.33420094 15113.89703559 -1883857.52615646 -92996.78807654 -124443.50879231 -3.91679962 254463.14532061 -233088.86715258 -1883857.52615646
0.09 41802.28444625 -288789.58905677 -7.35650674 647526.53320147 28373.74053329 -3538199.87606283 -174646.39795709 -233763.75555915 -7.35650674 477933.66696369 -437807.13828626 -3538199.87606283
0.12 64642.13011331 -445095.38911191 -11.41364412 997979.77371918 43731.55823374 -5452966.07313402 -269021.07936243 -360438.85646936 -11.41364412 736601.14686278 -674755.38410492 -5452966.07313402
0.15 88677.25811278 -607586.31228373 -15.75972113 1362283.85120558 59713.81520125 -7443330.94940263 -366924.11102338 -492332.69212053 -15.75972113 1005504.19274772 -921056.10542907 -7443330.94940263
0.18 111698.34862726 -761245.75159671 -20.06672372 1706774.20889869 74841.95352635 -9325399.91038170 -459299.37334181 -617264.69286516 -20.06672372 1259792.86992230 -1153950.36421084 -9325399.91038170
0.21 131506.86145283 -892452.31605537 -24.02221652 2000927.28969190 87759.66981345 -10932487.35318399 -538069.69106254 -724048.47807424 -24.02221652 1476924.71284215 -1352813.79756258 -10932487.35318399
0.24 146116.51755393 -990147.72940407 -27.32758435 2219975.25428143 97351.34756022 -12129387.24710494 -596820.19343234 -803460.15424383 -27.32758435 1638597.35438621 -1500921.75835125 -12129387.24710494
0.27 154000.30858648 -1046749.44657862 -29.71713683 2346943.53748488 102841.64249475 -12823464.28711226 -631268.96937268 -849058.29438533 -29.71713683 1732259.71321391 -1586819.66762110 -12823464.28711226
0.30000000000000004 154335.01017105 -1058730.72606131 -30.98347952 2373940.60899295 103865.38171956 -12971652.25652659 -639504.34358206 -857767.00811496 -30.98347952 1752073.41849747 -1605185.58700861 -12971652.25652659
0.33000000000000007 147180.35556545 -1026816.72611551 -31.04701335 2302589.66588394 100497.90010416 -12582774.22813712 -621996.84259427 -830141.29754982 -31.04701335 1699239.51369526 -1557114.02037794 -12582774.22813712
0.3600000000000001 133532.17974678 -955779.04297554 -30.00316637 2143564.72794453 93239.90322538 -11715004.66511600 -581416.33279842 -770259.35240957 -30.00316637 1581659.72288972 -1449798.58719403 -11715004.66511600
0.3900000000000001 115215.49182427 -853850.68530388 -28.06683175 1915281.74608819 82956.31830381 -10468756.26404294 -522293.95413247 -685233.26526584 -28.06683175 1412967.68575667 -1295649.73532687 -10468756.26404294
0.42000000000000015 94631.57203708 -731823.92174831 -25.54880983 1641885.48163867 70776.50373911 -8975728.43870266 -450563.03140100 -584392.28400453 -25.54880983 1211034.90374104 -1110941.81225585 -8975728.43870266
0.4500000000000002 74400.87588007 -601928.42221159 -22.73990479 1350745.75306233 57967.97339728 -7385287.66154562 -373018.30527372 -478237.03299575 -22.73990479 996111.02873016 -914131.93456845 -7385287.66154562
0.4800000000000002 56981.16741516 -476610.35387432 -19.87310106 1069732.84629642 45800.34489780 -5849615.05605879 -296722.64332907 -377306.18308744 -19.87310106 788801.08413210 -724029.61521627 -5849615.05605879
0.5100000000000002 44333.89838956 -367340.76916563 -17.12184126 824554.97731173 35416.35435423 -4509171.15891530 -228400.34869560 -291097.94907099 -17.12184126 608091.56024703 -558005.27158946 -4509171.15891530
0.5400000000000003 37694.52090563 -283572.66045162 -14.62399150 636423.33797767 27724.41376505 -3479930.63184068 -173862.09981850 -227170.20251040 -14.62399150 469623.37896708 -430415.13701169 -3479930.63184068
0.5700000000000003 37470.97775801 -231943.03325202 -12.51635574 520260.38687834 23322.76534300 -2843573.02111430 -137512.50919110 -190504.47413186 -12.51635574 384371.33307447 -351387.96201435 -2843573.02111430
0.6000000000000003 43264.84042775 -215783.98135127 -10.94264294 483596.35417622 22459.93625447 -2641429.76763103 -121989.45443150 -183175.17853833 -10.94264294 357835.83462565 -326072.68816455 -2641429.76763103
0.6300000000000003 53989.01311417 -234970.65342663 -10.05717241 526218.63766248 25031.87747426 -2872545.93864204 -127973.34513521 -204325.33970040 -10.05717241 389792.97738576 -354392.55677001 -2872545.93864204
0.6600000000000004 68051.33026565 -286099.22235149 -10.00558121 640560.75306095 30612.47285048 -3495785.84943567 -154183.14311732 -250422.25731654 -10.00558121 474591.13939283 -431298.56510989 -3495785.84943567
0.6900000000000004 83572.39255259 -362958.01819448 -10.91239977 812749.68095104 38512.11761840 -4435536.31702432 -197555.47045743 -315744.68144527 -10.91239977 601932.99033351 -547468.63128186 -4435536.31702432
0.7200000000000004 98617.27536255 -457232.12503660 -12.86118836 1024178.14450687 47857.46955032 -5590277.53951679 -253578.99203872 -393044.88034072 -12.86118836 758043.65237333 -690362.96987440 -5590277.53951679
0.7500000000000004 111422.66268947 -559365.90415753 -15.88034390 1253432.95904309 57684.50359354 -6843097.65886813 -316743.70362875 -474319.14435992 -15.88034390 927100.04876246 -845521.84144172 -6843097.65886813
0.7800000000000005 120601.21882585 -659499.37141178 -19.92885246 1478391.32041360 67035.94475867 -8073126.36544163 -381058.53806241 -551614.41736466 -19.92885246 1092782.09903389 -997978.95678969 -8073126.36544163
0.8100000000000005 125301.10563415 -748392.25350728 -24.88243122 1678292.62522894 75053.59765035 -9166841.73565187 -440591.97595839 -617794.49892656 -24.88243122 1239803.00396577 -1133661.18826375 -9166841.73565187
0.8400000000000005 125296.56385617 -818253.78906023 -30.52505635 1835602.97328420 81056.37664326 -10028258.57624137 -489994.75301400 -667190.85293815 -30.52505635 1355282.82355831 -1240651.79639259 -10028258.57624137
0.8700000000000006 120990.74166534 -863406.75346758 -36.54308630 1937512.36822700 84596.28205251 -10587129.62545827 -524967.39640683 -696074.14419154 -36.54308630 1429846.73890862 -1310209.52950362 -10587129.62545827
0.9000000000000006 113324.99578419 -880730.41635653 -42.54965147 1976939.77910021 85487.55169379 -10804476.13377166 -542637.57680602 -702903.32279990 -42.54965147 1458356.35130891 -1337458.69628948 -10804476.13377166
0.9300000000000006 103609.46016640 -869848.29165871 -48.11721265 1952967.56078796 83807.44838629 -10675010.38246240 -541812.67375667 -688338.57751415 -48.11721265 1440217.42073840 -1321695.79060263 -10675010.38246240
0.9600000000000006 93304.37985038 -833050.83623851 -52.83604856 1870680.56556535 79871.06708448 -10226301.62963792 -523079.73567077 -655032.05508398 -52.83604856 1379248.28650119 -1266293.54018911 -10226301.62963792
0.9900000000000007 83797.86861085 -774969.01615750 -56.37416289 1740442.10393659 74184.85440977 -9514853.52932676 -488731.80539072 -607239.88767814 -56.37416289 1283135.02757063 -1178221.80034166 -9514853.52932676
1.0200000000000007 76217.03301025 -702037.78023880 -58.53577462 1576693.68521303 67385.99038288 -8619558.84193296 -442522.09417254 -550309.25593947 -58.53577462 1162539.88742485 -1067241.70591143 -8619558.84193296
1.0500000000000007 71303.42024705 -621808.85359315 -59.30251392 1396410.53115728 60174.47298194 -7633255.74106292 -389266.12499907 -490104.38895603 -59.30251392 1029961.13380148 -944861.57800176 -7633255.74106292
1.0800000000000007 69363.99207471 -542185.04553848 -58.84630917 1217376.33281679 53244.98778613 -6653281.41282476 -334334.97319200 -432430.47152440 -58.84630917 898464.95211853 -823165.16826300 -6653281.41282476
1.1100000000000008 70292.91109520 -470653.82541262 -57.51468644 1056453.59452485 47224.45288575 -5771992.23302609 -283097.91743589 -382507.10564542 -57.51468644 780418.23157076 -713632.76982408 -5771992.23302609
1.1400000000000008 73647.39335181 -413594.87692593 -55.77861059 928019.77631340 42620.01190714 -5068183.25982646 -240379.17088257 -344532.31339412 -55.77861059 686345.97634022 -626072.17747264 -5068183.25982646
1.1700000000000008 78755.21738408 -375725.58619746 -54.17938469 842713.88184803 39780.90082435 -4600207.20070961 -209989.76159941 -321366.45813162 -54.17938469 624018.04518939 -567759.35572017 -4600207.20070961
1.2000000000000008 84833.06893545 -359731.26020259 -53.24232324 806600.80050507 38876.45428404 -4401384.91998372 -194382.37518091 -314354.45180716 -53.24232324 597842.70020037 -542863.09129490 -4401384.91998372
1.2300000000000009 91096.68732003 -366105.93743333 -53.43402799 820810.57807366 39891.28353097 -4478024.00547581 -194460.90564414 -323291.07633939 -53.43402799 608608.12292052 -552193.32873055 -4478024.00547581
1.260000000000001 96852.47354007 -393208.02847664 -55.10293602 881663.34565416 42636.75279531 -4810087.02224967 -209555.02253795 -346525.10416770 -55.10293602 653578.86746502 -593281.39340634 -4810087.02224967
1.290000000000001 101560.93198866 -437514.17701491 -58.46246121 981241.19597267 46776.90610804 -5354311.16615188 -237554.81771969 -381183.66514530 -58.46246121 726918.57116379 -660766.03613995 -5354311.16615188
1.320000000000001 104872.44392842 -494037.38943833 -63.56902291 1108330.46404881 51865.87288825 -6049360.97558189 -275181.17197015 -423493.20449294 -63.56902291 820382.69735599 -747033.27649311 -6049360.97558189
1.350000000000001 106635.38825986 -556862.64740718 -70.32396947 1249628.26450693 57393.19110710 -6822434.04020532 -318358.74801810 -469163.96032412 -70.32396947 924203.73442100 -843037.50516946 -6822434.04020532
