# Body fitted drag for model part FluidModelPart.Drag_structure
# Time Fx Fy Fz
69.87000000000188 10102251.42363622 -38077.28383583 223029.89762784
69.90000000000188 10098673.00146042 -43822.22823882 223763.19293310
69.93000000000188 10095182.37201186 -49525.62439819 224540.39991973
69.96000000000188 10091799.66853682 -55072.89763332 225363.16094222
69.99000000000188 10088544.15398894 -60354.38757803 226232.43543504
70.02000000000189 10085435.72647558 -65269.12153751 227148.47516903
70.05000000000189 10082497.09776739 -69730.12264999 228110.24529005
70.08000000000189 10079750.38848611 -73663.46716085 229117.46665029
70.11000000000189 10077205.99539865 -77008.85537434 230170.35390599
70.14000000000189 10074865.77767049 -79712.63231521 231268.59956737
70.17000000000189 10072722.55401930 -81732.68510960 232410.47052706
70.20000000000189 10070763.00781416 -83037.88303509 233593.04415789
70.2300000000019 10068968.00209892 -83611.58905933 234812.09834831
70.2600000000019 10067320.40640943 -83445.90035599 236061.38676668
70.2900000000019 10065808.64622803 -82536.53682403 237335.65973481
70.3200000000019 10064423.52340084 -80898.20097231 238630.11834205
70.3500000000019 10063156.01059519 -78553.99513821 239942.12996267
70.3800000000019 10061991.77737216 -75532.88819855 241271.82501164
70.4100000000019 10060914.38994283 -71866.33431706 242621.87450934
70.4400000000019 10059906.47882130 -67581.95488982 243996.61302862
70.4700000000019 10058944.83637968 -62713.31456746 245401.05648045
70.5000000000019 10058003.36223382 -57301.58359282 246839.84369332
70.5300000000019 10057065.41973486 -51383.54444817 248317.31256050
70.5600000000019 10056115.04591052 -44992.64222126 249836.09855990
70.59000000000191 10055144.06666431 -38158.26472081 251397.58656633
70.62000000000191 10054151.80543761 -30908.20377154 253001.35975516
70.65000000000191 10053138.57343064 -23275.59350865 254644.87896225
70.68000000000191 10052108.30786250 -15306.26784187 256324.35314883
70.71000000000191 10051074.68150996 -7049.63799309 258035.83361127
70.74000000000191 10050049.87015249 1437.65394140 259775.65638812
70.77000000000191 10049034.30296119 10092.60382347 261540.67870090
70.80000000000192 10048015.72770472 18852.44402674 263328.82463648
70.83000000000192 10046982.77251685 27663.78508164 265139.14954309
70.86000000000192 10045925.84584402 36488.31639295 266971.41725718
70.89000000000192 10044836.25466610 45307.06377547 268826.32830530
70.92000000000192 10043703.80444038 54115.23406607 270705.30405220
70.95000000000192 10042518.41497678 62914.33402822 272610.05023592
70.98000000000192 10041271.76466183 71708.73754416 274542.34781247
71.01000000000192 10039951.94977913 80492.93699264 276503.54196193
71.04000000000192 10038539.52596438 89247.26276068 278494.46676842
71.07000000000193 10037013.01522779 97942.60559175 280515.57087512
71.10000000000193 10035355.86789225 106544.99698241 282567.39204656
71.13000000000193 10033555.32687430 115019.06224021 284650.50162122
71.16000000000193 10031604.66508052 123330.63732800 286765.61659815
71.19000000000193 10029505.28664239 131447.65616567 288913.15622027
71.22000000000193 10027264.70771462 139349.13965268 291093.66717949
71.25000000000193 10024885.85610876 147024.66802169 293307.79093876
71.28000000000193 10022362.31630401 154466.65007572 295555.43129507
71.31000000000193 10019681.08799546 161657.43809786 297836.11792229
71.34000000000194 10016828.42949688 168561.76200251 300148.59707308
71.37000000000194 10013800.34987761 175127.70813550 302491.42659228
71.40000000000194 10010600.70813701 181290.56207128 304863.24463294
71.43000000000194 10007239.89989610 186993.64685723 307262.78270348
71.46000000000194 10003735.45211238 192200.84639794 309687.99850595
71.49000000000194 10000104.87118413 196893.10464203 312135.84481351
71.52000000000194 9996357.82226889 201062.69077130 314603.18591645
71.55000000000194 9992498.51496695 204709.81300664 317087.17045002
71.58000000000195 9988531.29568071 207838.22069273 319585.89115372
71.61000000000195 9984459.82874820 210443.26187379 322099.66828590
71.64000000000195 9980290.94298359 212507.28651978 324630.31226094
71.67000000000195 9976038.58122783 214022.19818031 327182.33749111
71.70000000000195 9971722.87157350 214991.65748503 329762.33750881
71.73000000000195 9967366.26871355 215424.81840500 332377.75107910
71.76000000000195 9962990.23237792 215335.64821887 335035.43795314
71.79000000000195 9958607.09998776 214748.74177494 337740.47583272
71.82000000000195 9954225.79182764 213701.25135306 340495.85049806
71.85000000000196 9949857.65680412 212240.67794513 343304.27596148
71.88000000000196 9945519.88792503 210418.90089924 346167.96856440
71.91000000000196 9941239.00683126 208280.66290200 349089.23655144
71.94000000000196 9937052.77596491 205862.83367521 352070.85857060
71.97000000000196 9932996.41843025 203194.84210327 355114.94572607
72.00000000000196 9929089.48131132 200291.03740767 358222.94721610
72.03000000000196 9925340.16236989 197166.09644019 361394.70947821
72.06000000000196 9921746.17861751 193845.27090459 364628.23789004
72.09000000000196 9918299.79063001 190370.70866692 367920.20086438
72.12000000000197 9914990.11359249 186787.98521540 371265.47980010
72.15000000000197 9911805.58757501 183124.48660007 374657.67658608
72.18000000000197 9908745.77600880 179393.35704056 378089.44782171
72.21000000000197 9905824.57807215 175592.84832481 381554.28868131
72.24000000000197 9903068.67948807 171722.70681374 385046.78411103
72.27000000000197 9900506.44483083 167789.47019383 388562.02130492
72.30000000000197 9898153.28301578 163793.92763938 392095.91834245
72.33000000000197 9896007.48796012 159732.93686509 395645.05730324
72.36000000000197 9894051.37289640 155600.19382685 399206.11239632
72.39000000000198 9892259.22363460 151387.54452115 402775.69458215
72.42000000000198 9890603.14384113 147081.60525328 406350.96487780
72.45000000000198 9889060.73966433 142666.89478755 409929.70790648
72.48000000000198 9887623.90782262 138124.26709266 413510.50827185
72.51000000000198 9886299.63661854 133440.74594662 417093.73226353
72.54000000000198 9885101.40988417 128614.66848346 420681.25496627
72.57000000000198 9884040.01921280 123645.93310460 424275.80751100
72.60000000000198 9883120.90545101 118535.24926368 427881.72303843
72.63000000000198 9882345.13598863 113285.73630037 431504.95390819
72.66000000000199 9881710.55763670 107909.32071357 435152.34382101
72.69000000000199 9881202.19643762 102422.63093074 438829.55102359
72.72000000000199 9880796.65013719 96844.23458957 442540.77731369
72.75000000000199 9880468.38422443 91191.51705224 446288.24658246
72.78000000000199 9880193.11208909 85484.14670782 450071.79470407
72.81000000000199 9879955.65131107 79747.32409781 453889.72669660
72.840000000002 9879751.15478987 74010.34846803 457739.66060150
72.870000000002 9879581.78277152 68296.85720602 461618.62524397
72.900000000002 9879450.91921771 62623.21898869 465523.24140192
72.930000000002 9879361.41719363 57000.98724552 469450.02964595
72.960000000002 9879310.73308355 51435.00510307 473395.24202115
72.990000000002 9879291.26392118 45923.03940278 477355.96708152
73.020000000002 9879289.17835340 40455.56298584 481331.06346937
73.050000000002 9879287.45329493 35021.40435415 485320.78039585
73.080000000002 9879266.70949616 29611.64657482 489324.89039038
73.110000000002 9879207.02055328 24221.62312412 493342.88411152
73.140000000002 9879092.25103239 18846.17569002 497374.78688762
73.170000000002 9878912.97144086 13483.00192944 501421.45599173
73.200000000002 9878667.55655634 8133.04251855 505482.90278552
73.23000000000201 9878359.18168793 2795.94096450 509557.63614390
73.26000000000201 9877993.72106768 -2530.72339992 513643.85466668
73.29000000000201 9877577.94840387 -7851.89037970 517740.14049913
73.32000000000201 9877112.69451140 -13180.64977154 521845.69032263
73.35000000000201 9876595.35476586 -18531.99727228 525959.56830895
73.38000000000201 9876020.88011204 -23918.96290804 530080.21913253
73.41000000000201 9875383.26040031 -29352.59238624 534205.44177403
73.44000000000202 9874679.70586969 -34842.95696100 538333.08178580
73.47000000000202 9873911.84942880 -40402.61218970 542459.31012202
73.50000000000202 9873089.81533815 -46048.08399666 546579.39617366
73.53000000000202 9872229.22588953 -51801.83294189 550688.32769730
73.56000000000202 9871352.53510348 -57694.63345408 554780.62941833
73.59000000000202 9870489.18227010 -63760.47936473 558851.47578334
73.62000000000202 9869667.12762422 -70030.47502488 562895.90996943
73.65000000000202 9868908.68623663 -76532.27806489 566909.88597664
73.68000000000202 9868230.39667085 -83294.02199632 570889.75246827
73.71000000000203 9867643.41050379 -90343.58210929 574832.21541085
73.74000000000203 9867155.44130326 -97711.92690471 578737.02112721
73.77000000000203 9866770.76061709 -105426.12638526 582602.47429287
