# Results for "element" with Id # 31500 for search config "initial" at position: x0: -4.5521; y0: 34.086; z0: 150
# time PRESSURE VELOCITY_X
0.03 1354.0053370832404 5.663240091886245e-08
0.06 3872.0660057942155 2.546709230222941e-07
0.09 7272.581765756899 6.726837387614938e-07
0.12 11208.414741217972 1.3684935844067091e-06
0.15 15299.553065201135 2.3708608116872832e-06
0.18 19167.871536127186 3.6737531207348045e-06
0.21 22470.61328405478 5.233976738288831e-06
0.24 24929.749511374608 6.9749620548314e-06
0.27 26354.810672141077 8.796319241046128e-06
0.30000000000000004 26657.29731744581 1.0589793031708354e-05
0.33000000000000007 25855.4521742785 1.2255569363360174e-05
0.3600000000000001 24069.015493879026 1.3714329782513061e-05
0.3900000000000001 21504.549516498493 1.4917279155482436e-05
0.42000000000000015 18432.890709982683 1.5845516787487557e-05
0.4500000000000002 15161.130102733408 1.6508533114141152e-05
0.4800000000000002 12002.092412923588 1.6940020331109304e-05
0.5100000000000002 9244.48410159576 1.71918845059169e-05
0.5400000000000003 7126.682425259459 1.7327042863033945e-05
0.5700000000000003 5816.590024123904 1.7411619430891234e-05
0.6000000000000003 5399.192420551503 1.7507261453696675e-05
0.6300000000000003 5872.556477501494 1.7664352525023298e-05
0.6600000000000004 7152.131697151077 1.7916880490485622e-05
0.6900000000000004 9082.452561360382 1.8279601833445234e-05
0.7200000000000004 11454.751135607057 1.874791887578116e-05
0.7500000000000004 14028.58580519685 1.930050733830682e-05
0.7800000000000005 16555.37436196073 1.9904235421904205e-05
0.8100000000000005 18801.67045187497 2.0520433628308404e-05
0.8400000000000005 20570.1294800401 2.111127443501429e-05
0.8700000000000006 21716.36592877835 2.1645039453321148e-05
0.9000000000000006 22160.297080808297 2.209941709175946e-05
0.9300000000000006 21891.08732647714 2.2462563359706642e-05
0.9600000000000006 20965.40912437558 2.273223790680724e-05
0.9900000000000007 19499.37514691292 2.2913729354147355e-05
1.0200000000000007 17655.104286669186 2.3017377281972106e-05
1.0500000000000007 15623.398089014847 2.30563501820118e-05
1.0800000000000007 13604.356189893413 2.304504578980212e-05
1.1100000000000008 11787.91229326411 2.2998190836636406e-05
1.1400000000000008 10336.203029853385 2.2930465358853824e-05
1.1700000000000008 9369.40721156045 2.2856349326319356e-05
1.2000000000000008 8956.264785099513 2.2789900821875967e-05
1.2300000000000009 9109.948185565536 2.2744255338624113e-05
1.260000000000001 9789.397726833042 2.273085549612834e-05
1.290000000000001 10905.70863156366 2.2758524410924775e-05
1.320000000000001 12332.70945875317 2.2832492929061573e-05
1.350000000000001 13920.543716081904 2.2953573725128378e-05
1.380000000000001 15510.861536696411 2.3117706493239198e-05
1.410000000000001 16952.15379861335 2.331608128988408e-05
1.440000000000001 18113.80884676643 2.3535954314386355e-05
1.470000000000001 18897.635254636898 2.3762130903117617e-05
1.500000000000001 19245.85798011638 2.3978939669898526e-05
1.5300000000000011 19144.947472983236 2.417238809381181e-05
1.5600000000000012 18625.048785254072 2.433211587698505e-05
1.5900000000000012 17755.208259599847 2.4452787270794158e-05
1.6200000000000012 16635.01364287304 2.4534679134831565e-05
1.6500000000000012 15383.599945022319 2.45833777325128e-05
1.6800000000000013 14127.216862107782 2.460869169228064e-05
1.7100000000000013 12986.654700111265 2.4623015024207194e-05
1.7400000000000013 12065.786590591912 2.4639421887034506e-05
1.7700000000000014 11442.307156896615 2.4669835538396037e-05
1.8000000000000014 11161.47245180287 2.472357888670647e-05
1.8300000000000014 11233.298327088498 2.480650169472118e-05
1.8600000000000014 11633.308571734267 2.492074068600436e-05
1.8900000000000015 12306.571915575578 2.506504806318541e-05
1.9200000000000015 13174.467074165637 2.5235548643350194e-05
1.9500000000000015 14143.391847375144 2.5426729594840127e-05
1.9800000000000015 15114.489984354916 2.563244283645619e-05
2.0100000000000016 15993.424101310746 2.5846724946250206e-05
2.0400000000000014 16699.264108811058 2.6064304637385416e-05
2.070000000000001 17171.684542359224 2.6280795311078454e-05
2.100000000000001 17375.853185237807 2.6492658610678923e-05
2.130000000000001 17304.63564751999 2.6697036113462662e-05
2.1600000000000006 16978.010952062024 2.6891593933698e-05
2.1900000000000004 16439.868718526133 2.7074486631864534e-05
2.22 15752.608443280536 2.7244481997933362e-05
2.25 14990.163906207777 2.740121132178178e-05
2.28 14230.211552380519 2.7545449014456128e-05
2.3099999999999996 13546.371517670172 2.7679308195176476e-05
2.3399999999999994 13001.177075268382 2.7806256722366392e-05
2.369999999999999 12640.474503360296 2.7930895028748444e-05
2.399999999999999 12489.740972200325 2.8058494538829377e-05
2.429999999999999 12552.58975505866 2.819435591778116e-05
2.4599999999999986 12811.50245287942 2.834309499276288e-05
2.4899999999999984 13230.603264379 2.8507982795019733e-05
2.5199999999999982 13760.10012634298 2.8690457543423594e-05
2.549999999999998 14341.873935715625 2.8889894953712742e-05
2.579999999999998 14915.60981178478 2.9103674214527228e-05
2.6099999999999977 15424.842585861003 2.9327524371784423e-05
2.6399999999999975 15822.326310111333 2.9556089500580486e-05
2.6699999999999973 16074.231475309167 2.9783619118727947e-05
2.699999999999997 16162.811563457959 3.0004677996341442e-05
2.729999999999997 16087.346853070818 3.02147764370494e-05
2.7599999999999967 15863.354325520562 3.0410842830511e-05
2.7899999999999965 15520.22471641115 3.059149264431114e-05
2.8199999999999963 15097.599146206774 3.075708034049395e-05
2.849999999999996 14640.908497491784 3.090954804436722e-05
2.879999999999996 14196.56408107394 3.105210702252242e-05
2.9099999999999957 13807.298087543551 3.118880178274418e-05
2.9399999999999955 13508.112509139282 3.132401304168165e-05
2.9699999999999953 13323.20986273661 3.1461956239592056e-05
2.999999999999995 13264.160446385267 3.160622758988107e-05
3.029999999999995 13329.424352155025 3.175944152747221e-05
3.0599999999999947 13505.202617989333 3.1922993124662006e-05
3.0899999999999945 13767.463745131034 3.209696377911948e-05
3.1199999999999943 14084.880372886439 3.228017321811572e-05
3.149999999999994 14422.336748270694 3.247036640217239e-05
3.179999999999994 14744.627425910849 3.2664508974533416e-05
3.2099999999999937 15019.969124629888 3.285915380074749e-05
3.2399999999999936 15222.98510852188 3.305083456910696e-05
3.2699999999999934 15336.891504867644 3.3236441047626824e-05
3.299999999999993 15354.708450648359 3.341353491201835e-05
3.329999999999993 15279.424854182349 3.358057377646884e-05
3.3599999999999928 15123.156332541494 3.373702290291966e-05
3.3899999999999926 14905.432540017347 3.388334843403905e-05
3.4199999999999924 14650.833878944755 3.4020899705487876e-05
3.449999999999992 14386.249788071036 3.415169962532365e-05
3.479999999999992 14138.055688338394 3.427817278012347e-05
3.509999999999992 13929.497763781445 3.440284647273454e-05
3.5399999999999916 13778.537612014134 3.452806012972276e-05
3.5699999999999914 13696.348570172562 3.4655714565315135e-05
3.599999999999991 13686.579339943424 3.478708474234236e-05
3.629999999999991 13745.415157810012 3.4922711634084e-05
3.659999999999991 13862.385541345322 3.506238025824783e-05
3.6899999999999906 14021.795742544728 3.520518038061618e-05
3.7199999999999904 14204.601762793245 3.534963935617153e-05
3.7499999999999902 14390.515920054046 3.5493908149117194e-05
3.77999999999999 14560.117700457704 3.563597545686533e-05
3.80999999999999 14696.756712912113 3.577388397174088e-05
3.8399999999999896 14788.067582600797 3.5905926366504864e-05
3.8699999999999894 14826.965559460392 3.603080414755455e-05
3.8999999999999893 14812.052626515593 3.614773207790063e-05
3.929999999999989 14747.426253457525 3.625648105401596e-05
3.959999999999989 14641.944002066324 3.635736008733023e-05
3.9899999999999887 14508.050224226781 3.645114359055668e-05
4.019999999999989 14360.309168173637 3.6538953961127786e-05
4.049999999999989 14213.810172443022 3.662211190270115e-05
4.079999999999989 14082.613665971388 3.670197432662317e-05
4.10999999999999 13978.393859573003 3.67797781624383e-05
4.13999999999999 13909.403931760004 3.685650640302805e-05
4.16999999999999 13879.849582206163 3.693278840806413e-05
4.19999999999999 13889.709579693128 3.700884415118137e-05
4.229999999999991 13934.994434364336 3.70844778294901e-05
4.259999999999991 14008.391305238994 3.715911993620213e-05
4.289999999999991 14100.206134574219 3.723190889189616e-05
4.319999999999991 14199.489928716082 3.730179751478046e-05
4.349999999999992 14295.22288441065 3.736767158237201e-05
4.379999999999992 14377.432356504933 3.742847106308641e-05
4.409999999999992 14438.136479660736 3.748329982870641e-05
4.439999999999992 14472.0277275763 3.753151174290994e-05
4.469999999999993 14476.843078440425 3.757276494028453e-05
4.499999999999993 14453.402834352692 3.7607039376891776e-05
4.529999999999993 14405.33431089496 3.763461862152351e-05
4.559999999999993 14338.528317776727 3.765603989370052e-05
4.589999999999994 14260.400039953774 3.7672020418960455e-05
4.619999999999994 14179.042163766426 3.768336958760856e-05
4.649999999999994 14102.36359446565 3.769089448831529e-05
4.679999999999994 14037.300808540522 3.7695309405421555e-05
4.709999999999995 13989.178063244175 3.769716064859586e-05
4.739999999999995 13961.272290138151 3.769677488212435e-05
4.769999999999995 13954.613536410745 3.769423628178454e-05
4.799999999999995 13968.026024004408 3.76893931041416e-05
4.829999999999996 13998.391066695804 3.76818887005915e-05
4.859999999999996 14041.089583302355 3.7671211048390595e-05
4.889999999999996 14090.567711390886 3.765675618871286e-05
4.919999999999996 14140.959692589991 3.763790154716825e-05
4.949999999999997 14186.701648047714 3.761408104669225e-05
4.979999999999997 14223.07525102323 3.7584849393300796e-05
5.009999999999997 14246.629629986608 3.75499260879071e-05
5.039999999999997 14255.446291301025 3.7509215067744466e-05
5.069999999999998 14249.23109412599 3.7462799530113057e-05
5.099999999999998 14229.235905563288 3.7410917010341924e-05
5.129999999999998 14198.029147847827 3.7353919688918805e-05
5.159999999999998 14159.147319457123 3.729222859914794e-05
5.189999999999999 14116.671559201079 3.7226289221249576e-05
5.219999999999999 14074.779196709474 3.715653158354189e-05
5.249999999999999 14037.31517476033 3.7083329252320175e-05
5.279999999999999 14007.426924630308 3.700696206719312e-05
5.31 13987.294125336082 3.692759411262205e-05
5.34 13977.977367740688 3.684526515085317e-05
5.37 13979.387309785774 3.67598923981641e-05
5.4 13990.371351556723 3.667128885809062e-05
5.430000000000001 14008.90175649641 3.657919706753141e-05
5.460000000000001 14032.342835023313 3.648333090310139e-05
5.490000000000001 14057.758820953368 3.638341779674543e-05
5.520000000000001 14082.230868224518 3.6279232929777316e-05
5.550000000000002 14103.14986515691 3.617062468512575e-05
5.580000000000002 14118.45521676118 3.605753507717249e-05
5.610000000000002 14126.805032061666 3.594001220466179e-05
5.640000000000002 14127.660781093353 3.581821214753177e-05
5.670000000000003 14121.284535147832 3.56923874800436e-05
5.700000000000003 14108.655557397771 3.556286170055726e-05
5.730000000000003 14091.320190038216 3.542999777814186e-05
5.760000000000003 14071.197204527307 3.529417012917485e-05
5.790000000000004 14050.358736261773 3.5155743641667035e-05
5.820000000000004 14030.810222287811 3.5015067858771014e-05
5.850000000000004 14014.302196487717 3.487245166311249e-05
5.880000000000004 14002.170899445993 3.472812845966671e-05
5.910000000000005 13995.231916908637 3.458224082847523e-05
5.940000000000005 13993.73521152273 3.443485164319799e-05
5.970000000000005 13997.38061913389 3.428597774825037e-05
6.000000000000005 14005.387496557254 3.4135629972347045e-05
6.030000000000006 14016.6096593417 3.398383594075058e-05
6.060000000000006 14029.675234747465 3.383064702457783e-05
6.090000000000006 14043.138544183726 3.367613327568422e-05
6.120000000000006 14055.629265893778 3.352036783117992e-05
6.150000000000007 14065.981864891754 3.3363409757080445e-05
6.180000000000007 14073.334447364065 3.32052946434754e-05
6.210000000000007 14077.19184247935 3.304604139045502e-05
6.240000000000007 14077.446829084662 3.2885674395324423e-05
6.270000000000008 14074.364281703774 3.272424837368474e-05
6.300000000000008 14068.52914161219 3.2561866384545766e-05
6.330000000000008 14060.763930050505 3.239868500773659e-05
6.360000000000008 14052.030879067197 3.223490485598858e-05
6.390000000000009 14043.326961264065 3.207075003521093e-05
6.420000000000009 14035.58441759716 3.1906447091625125e-05
6.450000000000009 14029.585139857385 3.174220827326305e-05
6.480000000000009 14025.894805462647 3.157821535804683e-05
6.51000000000001 14024.822764130373 3.1414607351146814e-05
6.54000000000001 14026.409133384665 3.125148002893801e-05
6.57000000000001 14030.438816474409 3.108890140084818e-05
6.60000000000001 14036.48072324308 3.092693647428253e-05
6.6300000000000106 14043.946489191312 3.076566631268559e-05
6.660000000000011 14052.157005027964 3.060519620677411e-05
6.690000000000011 14060.41306298673 3.044565772716921e-05
6.720000000000011 14068.065567083904 3.028720291249953e-05
6.7500000000000115 14074.573528196684 3.0129993399469332e-05
6.780000000000012 14079.54803008603 2.9974193615342334e-05
6.810000000000012 14082.780053372882 2.9819965388970648e-05
6.840000000000012 14084.246995847105 2.9667459445165116e-05
6.8700000000000125 14084.10176740573 2.9516806411839164e-05
6.900000000000013 14082.647058258919 2.9368110736209577e-05
6.930000000000013 14080.2965510803 2.9221447408992064e-05
6.960000000000013 14077.528192462672 2.9076860539139222e-05
6.9900000000000135 14074.834997404974 2.8934358450695915e-05
7.020000000000014 14072.677127436908 2.879390350983358e-05
7.050000000000014 14071.43904654463 2.865540488995741e-05
7.080000000000014 14071.396712357207 2.8518719923608172e-05
7.1100000000000145 14072.697996191035 2.8383664606468738e-05
7.140000000000015 14075.356773980833 2.8250029902434548e-05
7.170000000000015 14079.259268611107 2.8117599663643406e-05
7.200000000000015 14084.181695325262 2.7986167284802353e-05
7.2300000000000155 14089.817392182198 2.785554854548362e-05
7.260000000000016 14095.810784637071 2.7725586422183853e-05
7.290000000000016 14101.794278578885 2.7596147577512298e-05
7.320000000000016 14107.423863577564 2.7467117216775013e-05
7.3500000000000165 14112.410160139896 2.7338394625926586e-05
7.380000000000017 14116.541582773814 2.720989042773519e-05
7.410000000000017 14119.700684460986 2.7081522308068768e-05
7.440000000000017 14121.870799694561 2.6953209042745768e-05
7.4700000000000175 14123.131867941896 2.6824866347378754e-05
7.500000000000018 14123.6480013489 2.6696405449082907e-05
7.530000000000018 14123.647467565246 2.6567733683063418e-05
7.560000000000018 14123.397019660459 2.6438756633617353e-05
7.5900000000000185 14123.173477987959 2.630938291976757e-05
7.620000000000019 14123.236117822096 2.617953104507737e-05
7.650000000000019 14123.802742606948 2.6049135750741815e-05
7.680000000000019 14125.029953505164 2.5918154537162606e-05
7.7100000000000195 14127.000020347064 2.578657404506454e-05
7.74000000000002 14129.715368045967 2.565441516112142e-05
7.77000000000002 14133.10182155146 2.5521734034373193e-05
7.80000000000002 14137.018436372264 2.5388619453546087e-05
7.8300000000000205 14141.273677036275 2.525518733063797e-05
7.860000000000021 14145.646201692134 2.5121573180197267e-05
7.890000000000021 14149.907516394262 2.4987924127524582e-05
7.920000000000021 14153.844262968296 2.4854391794271705e-05
7.9500000000000215 14157.278782978206 2.472112627547312e-05
7.980000000000022 14160.08480371309 2.4588272915817996e-05
8.010000000000021 14162.198085700658 2.4455971819954142e-05
8.04000000000002 14163.620253295323 2.4324359905303273e-05
8.07000000000002 14164.415962848601 2.4193573228621353e-05
8.10000000000002 14164.703861444685 2.4063748952070236e-05
8.130000000000019 14164.642427297635 2.3935026692144657e-05
8.160000000000018 14164.411925226681 2.380755019668045e-05
8.190000000000017 14164.19528199348 2.3681468996489355e-05
8.220000000000017 14164.159426606027 2.3556938908869156e-05
8.250000000000016 14164.439119070536 2.343412092285862e-05
8.280000000000015 14165.124308026345 2.3313179067763335e-05
8.310000000000015 14166.252529954501 2.3194278153501238e-05
8.340000000000014 14167.807073087013 2.307758161966551e-05
8.370000000000013 14169.720684303678 2.2963249318280627e-05
8.400000000000013 14171.884487507763 2.2851435107088016e-05
8.430000000000012 14174.161225765718 2.2742282723966597e-05
8.460000000000012 14176.400772755784 2.2635920632074633e-05
8.49000000000001 14178.456269123906 2.2532456246711913e-05
8.52000000000001 14180.19917247182 2.2431970610102205e-05
8.55000000000001 14181.533410749993 2.2334512505060638e-05
8.580000000000009 14182.405158459535 2.224009114516375e-05
8.610000000000008 14182.807370457365 2.2148671034363504e-05
8.640000000000008 14182.778490434146 2.2060171450114755e-05
8.670000000000007 14182.396811833343 2.1974468690932412e-05
8.700000000000006 14181.771405463678 2.1891400517064515e-05
8.730000000000006 14181.029698830402 2.18107731872044e-05
8.760000000000005 14180.303945032218 2.173237048525757e-05
8.790000000000004 14179.717680406095 2.1655965675770307e-05
8.820000000000004 14179.372667323529 2.158133609551004e-05
8.850000000000003 14179.339361087965 2.1508277411690392e-05
8.880000000000003 14179.65120824663 2.1436616008791956e-05
8.910000000000002 14180.302969013243 2.136621935250155e-05
8.940000000000001 14181.253681443386 2.129700313729695e-05
8.97 14182.432767245273 2.1228936814551752e-05
9.0 14183.749276956172 2.116204712964797e-05
9.03 14185.102630818219 2.1096418639758445e-05
9.059999999999999 14186.39395434007 2.1032191566729193e-05
9.089999999999998 14187.537104922369 2.096955734861607e-05
9.119999999999997 14188.46865483885 2.090875135161461e-05
9.149999999999997 14189.154792489231 2.0850041149981557e-05
9.179999999999996 14189.594328471114 2.0793710483499906e-05
9.209999999999996 14189.817162315403 2.0740042193385716e-05
9.239999999999995 14189.879822246527 2.0689301162705276e-05
9.269999999999994 14189.859762483133 2.0641716987590455e-05
9.299999999999994 14189.846676137624 2.0597467299615913e-05
9.329999999999993 14189.932757867517 2.0556661929327425e-05
9.359999999999992 14190.20344324285 2.0519327812714048e-05
9.389999999999992 14190.728199871963 2.0485397895013854e-05
9.419999999999991 14191.55419259647 2.0454703644106056e-05
9.44999999999999 14192.702892801402 2.0426971065831377e-05
9.47999999999999 14194.16977270446 2.0401820899223007e-05
9.50999999999999 14195.92609858608 2.0378774890076693e-05
9.539999999999988 14197.923810451764 2.0357268850329855e-05
9.569999999999988 14200.102859015116 2.0336670118589738e-05
9.599999999999987 14202.398974773161 2.0316297584199253e-05
9.629999999999987 14204.751902885935 2.029544411680174e-05
9.659999999999986 14207.11158267993 2.0273401115873854e-05
9.689999999999985 14209.443580324158 2.0249482927329747e-05
