# Properties of the structure model
# ElemNr |  x_start [m] | x_end [m] | x_mid [m] | Cross section ly [m] | Cross section lz [m] | Area [m^2] | Shear area_sy  [m^2] | Shear area_sz  [m^2] | Moment of inertia Iy [m^4] | Moment of inertia Iz [m^4] | Torsion constant It  [m^4] | Polar moment of inertia Ip [m^4] | Relative shear factor Py  [-] | Relative shear factor Pz  [-] | Mass m  [kg] - Total mass 56718371.034 [kg]
34 157.407 162.037 159.722 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
35 162.037 166.667 164.352 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
36 166.667 171.296 168.981 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
37 171.296 175.926 173.611 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
38 175.926 180.556 178.241 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
39 180.556 185.185 182.870 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
40 185.185 189.815 187.500 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
41 189.815 194.444 192.130 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
42 194.444 199.074 196.759 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
43 199.074 203.704 201.389 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
44 203.704 208.333 206.019 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
45 208.333 212.963 210.648 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
46 212.963 217.593 215.278 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
47 217.593 222.222 219.907 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
48 222.222 226.852 224.537 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
49 226.852 231.481 229.167 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
50 231.481 236.111 233.796 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
51 236.111 240.741 238.426 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
52 240.741 245.370 243.056 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
53 245.370 250.000 247.685 55.000 55.000 3025.000 93.363 1.018 762552.063 41625454.285 2442270.363 26469334.129 549157.421 922188.921 1050340.204
