# Dynamic Analysis: Deformation for step = 3276 at t = 98.28393135725429 [s]# x0 x y z 
0.00000000 0.00000000 0.00000000 0.00000000
4.62962963 4.62963467 0.00260222 -0.27223541
9.25925926 9.25926932 0.00516591 -0.54112217
13.88888889 13.88890396 0.00769710 -0.80737906
18.51851852 18.51853860 0.01019430 -1.07091290
23.14814815 23.14817324 0.01265886 -1.33178687
27.77777778 27.77780788 0.01508839 -1.58979524
32.40740741 32.40744254 0.01748341 -1.84530265
37.03703704 37.03707720 0.01984556 -2.09828447
41.66666667 41.66671189 0.02217462 -2.34883051
46.29629630 46.29634660 0.02447097 -2.59697993
50.92592593 50.92598133 0.02673584 -2.84306944
55.55555556 55.55561607 0.02896645 -3.08680979
60.18518519 60.18525083 0.03116371 -3.32853834
64.81481481 64.81488561 0.03332539 -3.56805908
69.44444444 69.44452041 0.03545171 -3.80517200
74.07407407 74.07415522 0.03754234 -4.03985909
78.70370370 78.70379005 0.03959176 -4.27186856
83.33333333 83.33342491 0.04160080 -4.50120278
87.96296296 87.96305978 0.04356601 -4.72787915
92.59259259 92.59269466 0.04548595 -4.95164126
97.22222222 97.22232956 0.04735852 -5.17229268
101.85185185 101.85196447 0.04918562 -5.38947171
106.48148148 106.48159941 0.05096303 -5.60273429
111.11111111 111.11123436 0.05269382 -5.81194524
115.74074074 115.74086932 0.05437750 -6.01693524
120.37037037 120.37050431 0.05601448 -6.21723482
125.00000000 125.00013931 0.05760076 -6.41284574
129.62962963 129.62977432 0.05913454 -6.60302581
134.25925926 134.25940936 0.06061625 -6.78767712
138.88888889 138.88904441 0.06204517 -6.96645564
143.51851852 143.51867948 0.06342097 -7.13921708
148.14814815 148.14831458 0.06474246 -7.30559106
152.77777778 152.77794969 0.06600788 -7.46511747
157.40740741 157.40758482 0.06721996 -7.61782546
162.03703704 162.03721996 0.06837849 -7.76385553
166.66666667 166.66685513 0.06948317 -7.90304786
171.29629630 171.29649032 0.07053501 -8.03554728
175.92592593 175.92612552 0.07153162 -8.16129946
180.55555556 180.55576073 0.07246948 -8.27989841
185.18518519 185.18539595 0.07335011 -8.39149636
189.81481481 189.81503119 0.07417217 -8.49593334
194.44444444 194.44466643 0.07493540 -8.59308358
199.07407407 199.07430168 0.07564141 -8.68271032
203.70370370 203.70393693 0.07628293 -8.76426630
208.33333333 208.33357221 0.07686423 -8.83825750
212.96296296 212.96320750 0.07738528 -8.90449176
217.59259259 217.59284280 0.07784541 -8.96301268
222.22222222 222.22247811 0.07824373 -9.01352332
226.85185185 226.85211342 0.07858308 -9.05628364
231.48148148 231.48174874 0.07885955 -9.09077775
236.11111111 236.11138404 0.07907929 -9.11730525
240.74074074 240.74101934 0.07924041 -9.13614938
245.37037037 245.37065460 0.07934666 -9.14772415
250.00000000 250.00028974 0.07939974 -9.15243733
